belongs_to_collection,id_movie,language_abrev,language_movie
131292,1726,fa,فارسی
131292,1726,ur,اردو
131292,1726,ar,العربية
135483,8681,en,English
135483,8681,fr,Français
135483,8681,ar,العربية
135483,8681,sq,shqip
44215,13001,en,English
298820,8277,en,English
420,2454,en,English
84,217,en,English
84,217,de,Deutsch
84,217,ru,Pусский
50457,4564,en,English
77816,9502,en,English
314917,3687,en,English
462400,8909,en,English
369005,23676,en,English
369005,23676,fi,suomi
369005,23676,de,Deutsch
369005,23676,zh,普通话
369005,23676,es,Español
12077,10748,en,English
13800,12889,en,English
87250,13205,en,English
25542,8359,en,English
363015,13675,en,English
458558,11631,en,English
458558,11631,el,ελληνικά
76291,9010,de,Deutsch
72547,88751,en,English
72547,88751,is,Íslenska
72547,88751,it,Italiano
289288,15840,da,Dansk
289288,15840,sv,svenska
289288,15830,da,Dansk
289288,15830,de,Deutsch
289288,15830,hu,Magyar
102019,16007,en,English
102019,16007,ja,日本語
102019,16007,ru,Pусский
118828,11802,en,English
44215,12914,en,English
151263,14154,en,English
151263,14154,de,Deutsch
19387,8836,en,English
33085,10898,en,English
108502,13541,en,English
108502,11910,en,English
1733,1735,en,English
1733,1735,zh,普通话
1733,1735,sa,
96677,12289,zh,普通话
96677,12289,th,ภาษาไทย
17368,10188,en,English
87253,13649,en,English
86116,10483,en,English
105324,13515,en,English
248339,13564,en,English
127280,15206,en,English
280539,43177,en,English
9436,16456,en,English
9436,16456,de,Deutsch
149704,12683,cs,Český
149704,12683,en,English
149704,12683,pt,Português
3292,3097,es,Español
3292,3097,en,English
3292,3097,de,Deutsch
3292,3097,nl,Nederlands
3292,3097,fr,Français
266731,11874,en,English
266731,11874,fr,Français
266731,11874,it,Italiano
321065,71206,it,Italiano
321065,71206,ru,Pусский
434270,32620,en,English
141615,25741,en,English
141615,25741,fi,suomi
123932,13812,en,English
109076,13489,en,English
109076,13489,pl,Polski
102128,41474,ja,日本語
102128,41477,ja,日本語
10441,16068,en,English
10441,15289,en,English
87253,11887,en,English
13800,13253,en,English
14740,10527,en,English
14740,10527,it,Italiano
14740,10527,th,ภาษาไทย
476063,36073,ja,日本語
645,10764,en,English
645,10764,es,Español
645,10764,it,Italiano
645,10764,fr,Français
645,10764,de,Deutsch
192174,14943,ja,日本語
148055,13655,en,English
656,11917,en,English
10893,12525,en,English
87256,14405,en,English
158376,17099,ja,日本語
124492,36571,en,English
124492,36571,fr,Français
124492,36571,de,Deutsch
124492,36572,en,English
124930,32862,en,English
33514,8966,en,English
9518,13387,en,English
9518,13387,uk,Український
9518,13387,fr,Français
9518,13387,ru,Pусский
9518,13387,hu,Magyar
280562,15026,en,English
529,14447,en,English
373538,28148,en,English
86774,8881,en,English
86774,8881,es,Español
86774,8880,en,English
86774,8880,es,Español
10522,11127,en,English
157890,3054,en,English
9046,9050,zh,普通话
158365,86082,he,עִבְרִית
158365,112912,en,English
124492,36573,hr,Hrvatski
124492,36573,en,English
124492,36573,de,Deutsch
158365,159849,en,English
201061,34812,en,English
201061,16268,en,English
96682,13180,en,English
230532,14306,en,English
59235,31047,en,English
91945,25528,en,English
66761,13690,en,English
70068,14756,zh,普通话
70068,14756,ja,日本語
70068,14756,cn,广州话 / 廣州話
174218,35945,de,Deutsch
174218,35945,hu,Magyar
174218,35945,en,English
158365,86084,en,English
251383,26235,en,English
85945,13635,fr,Français
85945,13635,es,Español
85945,13635,ar,العربية
85945,13635,en,English
264437,14435,en,English
2326,12437,en,English
158365,162865,en,English
48190,18543,en,English
48190,21029,en,English
195646,15227,ja,日本語
328372,14560,en,English
1974,1977,en,English
1974,1977,ja,日本語
1974,1977,pl,Polski
148324,36764,fi,suomi
13800,15060,en,English
96661,14711,en,English
47627,5677,en,English
47627,5677,fr,Français
93731,15105,en,English
261203,15268,en,English
9735,13207,en,English
122017,14853,en,English
130440,15159,en,English
156152,42818,fr,Français
156152,43873,fr,Français
156152,43146,fr,Français
169740,18781,cs,Český
169740,18781,en,English
477050,80314,ja,日本語
94589,16353,cs,Český
94589,16353,zh,普通话
94589,16353,ru,Pусский
94589,16353,th,ภาษาไทย
24761,15472,sv,svenska
24761,15472,en,English
110041,30155,en,English
138163,31273,tr,Türkçe
138163,31273,pl,Polski
138163,31273,tt,
138163,31273,uk,Український
52749,16258,en,English
286006,9841,en,English
183256,31132,pl,Polski
9485,13804,en,English
457550,35022,ja,日本語
457550,45965,ja,日本語
265782,45882,ar,العربية
265782,45882,fa,فارسی
64751,15092,en,English
183256,38872,pl,Polski
453993,2080,en,English
115575,13475,en,English
413661,38464,en,English
10964,11160,it,Italiano
96677,15384,zh,普通话
96677,15384,th,ภาษาไทย
33059,17124,cs,Český
33059,17124,en,English
33059,17124,fr,Français
178106,17532,en,English
115776,13448,en,English
115776,13448,it,Italiano
115776,13448,la,Latin
115776,13448,fr,Français
115776,13448,de,Deutsch
115776,13448,zh,普通话
528,534,en,English
528,534,it,Italiano
85943,18360,en,English
240156,8211,pl,Polski
256729,8429,en,English
256729,8429,de,Deutsch
256729,8429,it,Italiano
96850,21832,ja,日本語
140612,14003,de,Deutsch
140612,14003,ja,日本語
91588,15588,pt,Português
91588,15588,fr,Français
91588,15588,en,English
91588,15588,he,עִבְרִית
146534,28677,en,English
86119,18785,en,English
165743,37024,ja,日本語
330555,34300,en,English
261240,58018,pl,Polski
286038,14451,no,Norsk
374386,18061,zu,isiZulu
374386,18061,en,English
211753,27085,en,English
373918,19508,en,English
75014,75015,de,Deutsch
75014,75015,pl,Polski
8650,8373,en,English
8650,8373,es,Español
8354,8355,en,English
165743,37021,ja,日本語
324149,47104,fa,فارسی
26863,18901,no,Norsk
85890,14728,en,English
350836,16911,ru,Pусский
1241,767,en,English
52888,10353,fr,Français
86113,9592,en,English
86113,9592,fr,Français
261526,23964,en,English
115142,53868,en,English
165369,21407,en,English
135468,14869,en,English
135468,14869,fr,Français
135468,14869,gd,
221622,17134,cs,Český
221622,17134,en,English
256296,50719,en,English
353708,17285,no,Norsk
210303,15137,ja,日本語
190135,37047,ja,日本語
98430,13797,en,English
98430,13797,es,Español
404148,677,de,Deutsch
404148,685,de,Deutsch
109044,92011,en,English
223564,18759,en,English
86112,15641,en,English
123218,26914,en,English
164394,35203,en,English
126209,24150,en,English
37261,5060,en,English
152544,15809,en,English
152544,15809,de,Deutsch
141448,18120,en,English
141448,18120,es,Español
158643,17618,en,English
8864,19912,en,English
177467,22794,en,English
8917,17455,en,English
8917,12699,en,English
41437,23827,en,English
190135,44685,ja,日本語
378025,71041,de,Deutsch
656,22804,en,English
87186,22821,en,English
87186,22821,it,Italiano
87186,22821,es,Español
368982,32834,en,English
378025,70555,de,Deutsch
441443,85715,ru,Pусский
91697,105077,en,English
33514,18239,en,English
33514,18239,it,Italiano
2248,1284,es,Español
192174,25716,en,English
192174,25716,ja,日本語
282246,15400,en,English
113679,23951,en,English
113679,23951,fr,Français
113679,23951,de,Deutsch
113679,23951,ja,日本語
201778,37190,en,English
175722,129417,ru,Pусский
87096,19995,en,English
87096,19995,es,Español
102322,10528,en,English
102322,10528,fr,Français
25410,13988,en,English
167613,23398,en,English
167613,23398,fr,Français
298820,26123,en,English
175722,148536,ru,Pусский
24761,33613,sv,svenska
107949,26961,en,English
209739,81895,en,English
209739,81895,fr,Français
189159,21521,cn,广州话 / 廣州話
244242,25602,en,English
244242,25602,ja,日本語
244242,25602,ru,Pусский
244242,25602,es,Español
2396,2395,fr,Français
2396,2395,pt,Português
264481,17911,en,English
242587,13382,en,English
195441,13358,es,Español
117777,15255,en,English
472781,51429,ja,日本語
86797,13522,ar,العربية
86797,13522,da,Dansk
86797,13522,en,English
86797,13522,no,Norsk
86797,13522,sv,svenska
38451,33395,en,English
454520,42137,ja,日本語
94035,40724,en,English
24761,24253,sv,svenska
24761,24253,it,Italiano
24761,24253,fr,Français
475511,15324,en,English
179919,32657,en,English
101385,27561,en,English
85946,15357,fr,Français
475520,18489,en,English
222634,23023,en,English
74508,10664,es,Español
201576,28739,en,English
261307,12155,en,English
96679,20618,en,English
166378,16763,en,English
145901,59719,ja,日本語
261590,29426,en,English
86668,31723,en,English
379920,5753,en,English
380006,32688,it,Italiano
46082,42342,en,English
313576,23048,ru,Pусский
313576,23048,en,English
89137,10191,en,English
458017,22582,en,English
10713,28510,bg,български език
10713,28510,en,English
478628,33421,en,English
478628,33421,it,Italiano
76291,21467,de,Deutsch
76291,21467,ru,Pусский
76291,21467,sr,Srpski
145901,109572,ja,日本語
76291,10469,de,Deutsch
86780,18823,en,English
179892,23483,en,English
97156,16686,no,Norsk
97156,15973,no,Norsk
97156,15973,ur,اردو
178117,13417,en,English
97919,22488,en,English
475511,15323,en,English
86110,33217,en,English
378268,20478,en,English
277739,17960,fr,Français
277739,17960,it,Italiano
314042,129689,ja,日本語
168618,33501,en,English
142182,36325,en,English
142182,36325,es,Español
211075,21036,ja,日本語
96671,37169,en,English
96671,37169,de,Deutsch
96671,37169,ja,日本語
375886,42476,en,English
124930,23104,en,English
119234,64576,ja,日本語
131292,10138,en,English
131292,10138,ru,Pусский
131292,10138,fr,Français
12141,4180,fr,Français
435347,125271,ja,日本語
8581,23437,en,English
12077,37565,en,English
435347,261538,ja,日本語
435347,253232,ja,日本語
264434,26962,en,English
429234,30913,pt,Português
50457,37786,en,English
50457,37786,ar,العربية
104068,10241,fr,Français
23170,38318,ru,Pусский
159603,13058,en,English
87258,34480,en,English
10194,10193,en,English
10194,10193,es,Español
173628,48636,en,English
173628,48636,de,Deutsch
463068,41142,fi,suomi
2150,10192,en,English
283417,38780,en,English
168618,51138,en,English
123218,40819,en,English
123218,40819,it,Italiano
33514,24021,en,English
33878,208478,en,English
330555,39129,en,English
399,34851,en,English
399,34851,es,Español
399,34851,ru,Pусский
86066,20352,en,English
180546,38365,en,English
107725,16304,en,English
107725,16304,ru,Pусский
107725,16304,es,Español
35792,35019,en,English
303872,31203,fr,Français
70068,37472,zh,普通话
70068,37472,cn,广州话 / 廣州話
70068,37472,en,English
259027,45322,en,English
259401,28426,en,English
126125,27578,en,English
126125,27578,es,Español
104830,43593,en,English
246839,16346,en,English
294172,42194,ja,日本語
294172,42194,zh,普通话
294172,42194,en,English
257899,31443,en,English
425164,28609,ja,日本語
177675,38358,en,English
17178,14158,en,English
17178,14158,ru,Pусский
225543,40663,en,English
225543,40663,fr,Français
210006,23631,en,English
210006,23631,es,Español
86092,41233,en,English
360342,206145,en,English
278920,40264,en,English
278920,40264,es,Español
220872,28938,de,Deutsch
17255,35791,en,English
17255,35791,es,Español
17255,35791,ja,日本語
290933,45162,en,English
52783,33909,en,English
87014,39691,en,English
87014,39691,th,ภาษาไทย
102128,41486,ja,日本語
102128,41482,ja,日本語
89959,59581,en,English
306926,43933,es,Español
306926,43933,en,English
109076,46812,en,English
109076,46812,pl,Polski
109076,46812,es,Español
14095,14088,ja,日本語
17178,16290,ro,Română
17178,16290,en,English
295777,39312,en,English
91660,42941,en,English
163902,39514,en,English
163902,39514,ru,Pусский
11118,11389,da,Dansk
10517,4729,fr,Français
41437,41436,en,English
117777,38234,en,English
11118,11391,da,Dansk
656,41439,en,English
166844,49953,en,English
324371,61755,it,Italiano
324371,61755,pt,Português
369005,79591,en,English
369005,79591,fr,Français
369005,79591,de,Deutsch
369005,79591,hu,Magyar
2150,48466,en,English
2150,48466,fr,Français
2150,48466,pl,Polski
167716,114444,en,English
1241,12444,en,English
463959,38757,en,English
158373,44687,en,English
167716,110115,en,English
376970,26769,en,English
129293,14463,en,English
395556,24837,en,English
420,10140,en,English
256297,28155,en,English
412736,48395,en,English
412736,48395,fi,suomi
124901,43919,en,English
331475,50241,en,English
63043,20526,en,English
256297,49684,en,English
201548,54178,zh,普通话
264434,40649,en,English
461937,15740,en,English
322330,13246,en,English
51509,39451,en,English
141290,1361,en,English
441682,48748,da,Dansk
395466,42323,hi,हिन्दी
395466,42323,en,English
438087,54430,en,English
438087,54430,fr,Français
429234,23508,pt,Português
429234,30914,pt,Português
188202,56402,it,Italiano
94589,43209,zh,普通话
94589,43209,th,ภาษาไทย
385528,45284,ja,日本語
101646,29670,fi,suomi
297143,31654,en,English
53043,46787,en,English
309300,63578,en,English
210303,22843,ja,日本語
219691,43947,en,English
266846,60213,fr,Français
266846,60213,es,Español
96682,54293,en,English
264338,117258,en,English
9888,12536,en,English
105324,46441,en,English
105324,46441,pl,Polski
189295,92332,de,Deutsch
218293,20993,en,English
218293,20993,ru,Pусский
218293,20993,uk,Український
461755,58764,fi,suomi
280504,27582,en,English
266846,60290,fr,Français
266846,60221,fr,Français
266846,60221,es,Español
93369,9706,ja,日本語
86860,22620,en,English
386495,53358,en,English
86860,47533,en,English
119581,47931,pt,Português
85945,15362,fr,Français
85945,15362,en,English
44979,38322,en,English
426370,45715,en,English
426370,45715,el,ελληνικά
344936,11406,de,Deutsch
102019,16140,ja,日本語
102019,16140,pl,Polski
228446,49018,en,English
102019,20329,ja,日本語
56005,13190,en,English
86110,60307,en,English
74083,10408,nl,Nederlands
74083,10408,ru,Pусский
74083,10408,en,English
473983,83651,tr,Türkçe
473983,31408,tr,Türkçe
473983,31402,tr,Türkçe
124426,46523,nl,Nederlands
154002,29920,en,English
432151,23521,en,English
2602,41446,en,English
229932,46195,en,English
229932,46195,pt,Português
131296,10195,en,English
166381,56780,en,English
150967,48415,it,Italiano
256296,42709,en,English
215456,9511,de,Deutsch
9485,51497,en,English
9485,51497,es,Español
9485,51497,pt,Português
9485,51497,it,Italiano
146532,32654,cn,广州话 / 廣州話
146532,32654,zh,普通话
264914,46849,en,English
171732,39410,ja,日本語
374509,1679,ja,日本語
295,1865,en,English
295,1865,es,Español
86119,45243,en,English
86119,45243,th,ภาษาไทย
123438,23116,en,English
123438,23116,fr,Français
123438,23116,es,Español
374509,3107,ja,日本語
303969,42506,ko,한국어/조선말
66761,51170,en,English
166379,76171,en,English
77816,49444,en,English
748,49538,de,Deutsch
748,49538,en,English
748,49538,es,Español
748,49538,fr,Français
748,49538,ru,Pусский
87805,50507,cn,广州话 / 廣州話
87805,50507,en,English
374509,15766,ja,日本語
86668,56272,en,English
282246,13378,en,English
143588,35688,en,English
8650,38356,en,English
353754,18928,it,Italiano
281097,61546,en,English
148320,55756,fi,suomi
148320,55759,fi,suomi
120927,73884,cn,广州话 / 廣州話
280588,51540,en,English
87118,49013,en,English
87118,49013,ja,日本語
87118,49013,it,Italiano
87118,49013,fr,Français
261057,45690,sv,svenska
362047,96105,en,English
142021,68029,en,English
142021,68029,hi,हिन्दी
151861,71982,en,English
118474,16900,en,English
1241,12445,en,English
131295,1771,fr,Français
131295,1771,no,Norsk
131295,1771,en,English
123932,59115,en,English
303969,58897,tr,Türkçe
89959,59566,en,English
87256,54540,nl,Nederlands
87256,54540,en,English
87256,54540,de,Deutsch
201548,28039,zh,普通话
137696,13931,en,English
134897,41513,en,English
151861,51765,en,English
241729,12819,en,English
433061,45839,en,English
86116,51620,en,English
159616,63943,en,English
159616,63943,pa,ਪੰਜਾਬੀ
173710,61791,en,English
99321,56832,ja,日本語
8864,55779,en,English
8864,55779,cn,广州话 / 廣州話
30663,55465,en,English
89959,38774,en,English
89959,29484,en,English
314042,62385,ja,日本語
86486,56288,en,English
230161,58151,en,English
86553,21786,no,Norsk
473843,52015,en,English
164395,20441,en,English
164395,20441,pl,Polski
225961,40016,en,English
260601,73358,en,English
279959,69798,en,English
386549,72914,en,English
421566,36236,it,Italiano
419784,76684,hi,हिन्दी
259085,38543,da,Dansk
259085,38543,en,English
259085,38543,hu,Magyar
259085,38543,la,Latin
86311,24428,en,English
479888,60935,en,English
479888,60935,no,Norsk
479888,60935,da,Dansk
220872,75969,de,Deutsch
98513,10005,en,English
98513,10005,ru,Pусский
129293,52297,en,English
129293,85766,en,English
41437,72571,en,English
177062,3966,en,English
86117,58233,de,Deutsch
86117,58233,cn,广州话 / 廣州話
86117,58233,en,English
86117,58233,zh,普通话
86117,58233,ru,Pусский
421566,56122,it,Italiano
168545,27769,hu,Magyar
168545,27769,en,English
165131,94336,de,Deutsch
432151,80607,en,English
256377,64328,en,English
33514,50619,en,English
33514,50619,pt,Português
286951,70590,en,English
286951,70590,gu,
286951,70590,hi,हिन्दी
286951,70590,mr,
437451,15157,en,English
99321,74135,ja,日本語
114915,25834,en,English
129748,28118,en,English
94039,11625,fr,Français
94039,9369,de,Deutsch
94039,9369,fr,Français
94039,9369,en,English
94039,9642,en,English
94039,9642,fr,Français
92012,65759,en,English
126125,76163,en,English
394204,13396,en,English
370374,46020,en,English
131635,70160,en,English
263,49026,en,English
31562,49040,en,English
31562,49040,ru,Pусский
102322,58574,en,English
458697,42450,en,English
104202,30245,en,English
104202,30245,zu,isiZulu
87359,56292,en,English
87359,56292,ru,Pусский
87359,56292,fr,Français
87359,56292,ar,العربية
87359,56292,sv,svenska
167613,55301,en,English
91657,24833,en,English
294187,74523,en,English
288491,62837,en,English
288235,57353,en,English
288235,57353,sr,Srpski
288235,57353,tr,Türkçe
2326,52520,en,English
2326,52520,ru,Pусский
96671,74997,en,English
86578,71670,cs,Český
86578,71670,en,English
86578,71670,fr,Français
86578,71670,de,Deutsch
86578,71670,hu,Magyar
86578,71670,pl,Polski
303969,93164,bn,বাংলা
317299,58704,ja,日本語
107465,57809,ru,Pусский
107465,85317,ru,Pусский
135466,50698,en,English
222639,48492,zh,普通话
222639,48492,es,Español
315560,65086,en,English
72547,72545,en,English
215452,53174,de,Deutsch
96680,29564,en,English
294226,74471,en,English
90306,71676,en,English
264481,52454,en,English
264481,52454,fr,Français
264481,52454,es,Español
52985,71672,en,English
427956,77076,it,Italiano
89959,18705,en,English
101385,38674,en,English
476961,74387,en,English
212562,64688,en,English
393126,79221,pl,Polski
96666,35435,ja,日本語
96666,44734,ja,日本語
86780,57165,en,English
114431,26881,en,English
312977,10679,en,English
312977,10679,de,Deutsch
2806,71552,en,English
257960,94329,id,Bahasa indonesia
413946,28912,it,Italiano
142015,85052,hi,हिन्दी
306937,74534,hi,हिन्दी
306937,74534,en,English
86414,86416,en,English
253537,61410,en,English
239430,67660,en,English
98430,15135,en,English
116669,13486,en,English
142182,84177,sv,svenska
141649,61979,es,Español
174995,73517,ja,日本語
70764,14400,fr,Français
70764,14400,en,English
70764,14400,sr,Srpski
70764,14400,pt,Português
86055,41154,en,English
393379,58595,en,English
136218,27646,en,English
135416,70981,gd,
135416,70981,en,English
292068,111440,en,English
101646,61125,fi,suomi
466004,85435,en,English
14740,80321,en,English
14740,80321,es,Español
14740,80321,th,ภาษาไทย
53043,65421,xx,No Language
53043,43337,xx,No Language
386410,39144,ja,日本語
386410,39145,ja,日本語
290933,22855,en,English
56005,55215,en,English
386410,116776,ja,日本語
425164,39100,ja,日本語
425164,39100,en,English
153010,13313,en,English
425164,39101,en,English
425164,39101,ja,日本語
136214,13761,en,English
266672,72105,en,English
328247,77930,en,English
425164,39103,en,English
425164,39103,ja,日本語
425164,24752,en,English
425164,24752,ja,日本語
425164,39104,ja,日本語
425164,34433,jv,
125574,1930,en,English
425164,39105,pt,Português
425164,39105,es,Español
425164,39105,ja,日本語
52985,23823,en,English
8354,57800,en,English
117693,25913,en,English
220448,59706,en,English
138908,84165,en,English
138908,84165,fr,Français
138908,84165,it,Italiano
425164,44251,ja,日本語
425164,39106,ja,日本語
425164,39107,ja,日本語
105995,14863,en,English
198697,56909,it,Italiano
425164,39108,ja,日本語
425189,39323,ja,日本語
103291,34125,en,English
103291,34125,de,Deutsch
187734,16130,en,English
187734,16130,fr,Français
122922,80410,en,English
425189,39324,ja,日本語
224011,68143,en,English
140758,18443,en,English
33085,13676,en,English
645,37724,en,English
297299,20106,fr,Français
257899,36996,en,English
86110,82650,en,English
55419,14128,en,English
104830,71668,en,English
105629,83660,en,English
306031,114150,en,English
123640,85341,fr,Français
123640,85341,en,English
85817,26505,en,English
48655,15895,en,English
48655,28218,en,English
17255,71679,en,English
259363,20069,it,Italiano
158643,55723,en,English
207621,84348,en,English
135483,82675,en,English
135483,82675,tr,Türkçe
135483,82675,ar,العربية
23497,17165,ja,日本語
467577,10089,en,English
113679,77269,en,English
113679,77269,de,Deutsch
113679,77269,pt,Português
113679,77269,es,Español
357173,82507,en,English
357173,82507,pt,Português
357173,82507,fr,Français
357173,82507,br,
185103,76492,en,English
275873,16387,en,English
38451,33390,en,English
38451,33391,en,English
165778,40709,ru,Pусский
166381,134371,en,English
48194,40075,it,Italiano
230532,72391,en,English
385717,105210,ja,日本語
385717,105210,la,Latin
87255,57089,en,English
74508,80280,fr,Français
74508,80280,ca,Català
74508,80280,es,Español
244500,117691,hi,हिन्दी
2396,99770,fr,Français
95051,116167,en,English
41437,82990,en,English
161373,121823,en,English
161373,121823,zh,普通话
142680,94348,en,English
142680,94348,de,Deutsch
64748,61012,en,English
324475,149763,de,Deutsch
404825,82690,en,English
86224,74545,en,English
334356,97430,en,English
338282,35683,en,English
255702,32694,en,English
110177,19139,en,English
17178,65851,en,English
116669,78049,en,English
135489,12594,en,English
248534,123025,en,English
248534,123025,fr,Français
33514,50620,en,English
86092,85446,en,English
8917,70584,en,English
8917,70584,es,Español
205459,19274,cn,广州话 / 廣州話
205459,19274,zh,普通话
338416,13679,fr,Français
261286,94380,en,English
239595,49522,en,English
239595,49522,ru,Pусский
201873,125504,en,English
205459,18741,cn,广州话 / 廣州話
93287,93289,cs,Český
93287,93289,fr,Français
300431,25539,cn,广州话 / 廣州話
300431,10044,cn,广州话 / 廣州話
300431,18707,ja,日本語
300431,18707,cn,广州话 / 廣州話
300431,18707,en,English
184977,10275,cn,广州话 / 廣州話
184977,10275,zh,普通话
184977,37030,de,Deutsch
184977,37030,zh,普通话
184977,37032,zh,普通话
121938,49051,en,English
10457,10620,cn,广州话 / 廣州話
10457,10620,en,English
409138,117629,he,עִבְרִית
283733,37653,fr,Français
260586,19099,fr,Français
327871,28733,en,English
403374,75780,en,English
375886,42532,en,English
119237,64876,ja,日本語
391739,94352,en,English
256296,139455,en,English
135501,28751,en,English
114915,55952,en,English
114915,57597,en,English
45355,95511,en,English
148055,44244,en,English
206559,41592,en,English
165369,134597,en,English
247028,127533,ja,日本語
133891,33303,en,English
133891,34905,en,English
19262,100450,en,English
111751,76617,en,English
256433,147405,hi,हिन्दी
251937,139038,en,English
248534,142061,en,English
34055,115223,en,English
34055,115223,fr,Français
34055,115223,de,Deutsch
34055,115223,ja,日本語
34055,88557,da,Dansk
34055,88557,en,English
34055,88557,fr,Français
34055,88557,de,Deutsch
34055,88557,it,Italiano
34055,88557,ja,日本語
59235,31046,en,English
59235,31046,fr,Français
59235,30347,en,English
59235,30347,fr,Français
59235,26114,en,English
59235,26114,fr,Français
59235,43263,en,English
59235,43263,fr,Français
59235,59238,en,English
59235,59238,fr,Français
59235,110148,en,English
59235,110148,fr,Français
108804,100183,en,English
415931,97353,en,English
456733,26005,cn,广州话 / 廣州話
136218,24925,en,English
86116,156717,en,English
91813,44450,fr,Français
374509,19336,ja,日本語
133891,33301,en,English
133891,50076,en,English
169740,150202,en,English
133352,13648,en,English
133352,13648,ja,日本語
207632,87436,ko,한국어/조선말
207632,87436,en,English
207632,87436,es,Español
207632,87436,ja,日本語
207632,87436,de,Deutsch
207632,87436,fr,Français
445332,36244,ja,日本語
445332,36244,zh,普通话
133352,133121,ja,日本語
133352,133121,en,English
146136,98567,zh,普通话
146136,98567,en,English
146136,98567,fr,Français
146136,98567,es,Español
146136,98567,ru,Pусский
354210,53031,en,English
1570,47964,en,English
1570,47964,ru,Pусский
135014,56991,sv,svenska
10713,122857,en,English
123800,132344,en,English
123800,132344,el,ελληνικά
123800,132344,fr,Français
10522,114478,en,English
53043,36096,en,English
456576,170657,zh,普通话
254636,28090,en,English
188534,56508,fr,Français
177675,146203,en,English
135468,72559,en,English
328073,9834,en,English
464577,49519,en,English
114431,26883,en,English
205145,31131,en,English
205145,31131,hu,Magyar
386534,117263,en,English
386534,117263,ko,한국어/조선말
44724,17501,hi,हिन्दी
3169,18843,en,English
108170,28067,es,Español
286936,127544,ja,日本語
246091,25516,de,Deutsch
246091,25516,hi,हिन्दी
4246,4258,en,English
278920,80384,en,English
256287,76589,en,English
256287,76589,es,Español
131292,68721,en,English
38451,38453,en,English
405256,32100,en,English
1972,26693,ja,日本語
1972,36917,ja,日本語
385712,56763,zh,普通话
385712,56763,cn,广州话 / 廣州話
385639,149961,zh,普通话
86341,11119,en,English
115575,54138,en,English
96887,42601,ja,日本語
456,458,de,Deutsch
86119,109439,en,English
9485,82992,en,English
9485,82992,ru,Pусский
9485,82992,es,Español
197476,197467,en,English
197476,197481,en,English
476071,100493,en,English
382685,75656,fr,Français
382685,75656,en,English
65906,56500,sv,svenska
209131,49521,en,English
256322,158015,en,English
182923,52034,en,English
87256,105965,nl,Nederlands
87256,105965,en,English
87256,105965,de,Deutsch
87256,105965,sv,svenska
137696,62211,en,English
140612,80518,ja,日本語
363369,68726,en,English
386162,177271,en,English
416468,72190,en,English
88735,41586,en,English
89959,59584,en,English
362878,199687,ru,Pусский
362878,199687,hi,हिन्दी
86066,93456,en,English
44913,44909,en,English
44913,30654,en,English
112537,82447,sv,svenska
101471,24935,en,English
101471,24935,de,Deutsch
207621,159117,en,English
101471,24939,en,English
101471,24939,de,Deutsch
188458,45875,it,Italiano
188458,45875,en,English
286023,205321,en,English
112537,24646,en,English
112537,24646,no,Norsk
112537,24646,sv,svenska
161373,149085,zh,普通话
256287,183011,en,English
256287,183011,fr,Français
256287,183011,es,Español
313086,138843,en,English
99606,51481,en,English
225543,174322,en,English
225543,174322,fr,Français
453993,76170,en,English
163902,146216,en,English
163902,146216,fr,Français
163902,146216,ru,Pусский
114431,19593,en,English
47400,47404,en,English
116661,19154,en,English
101646,102234,fi,suomi
179919,76285,en,English
134897,77931,en,English
164397,23535,en,English
343297,201676,en,English
145901,30143,ja,日本語
45355,147276,en,English
421904,21683,cs,Český
421904,21683,en,English
421904,21683,fr,Français
105322,39027,en,English
105322,39027,pt,Português
105322,50346,en,English
164397,61954,en,English
297923,138832,en,English
180546,109418,en,English
179892,59859,en,English
2794,87421,en,English
270252,151960,en,English
96887,54266,ja,日本語
89959,59589,en,English
480071,24631,de,Deutsch
480071,24631,it,Italiano
86553,15440,no,Norsk
86553,56937,no,Norsk
101676,21708,ko,한국어/조선말
103291,24789,en,English
103291,52017,en,English
103291,52021,en,English
137766,54768,en,English
103291,52022,ro,Română
103291,52022,en,English
416305,27712,en,English
416305,61716,en,English
107949,27651,en,English
219691,207768,bg,български език
219691,207768,en,English
228446,91586,en,English
228446,91586,th,ภาษาไทย
269190,195757,en,English
243811,129734,ar,العربية
243811,129734,de,Deutsch
419784,220714,hi,हिन्दी
88574,24331,en,English
88574,24331,de,Deutsch
88574,33305,en,English
88574,33305,de,Deutsch
10455,167032,en,English
161314,1803,en,English
177467,109451,en,English
140910,51985,en,English
25542,119893,en,English
210006,106747,en,English
210006,106747,es,Español
90031,38273,en,English
90031,64078,en,English
90031,64076,en,English
121195,18167,en,English
374512,39468,ja,日本語
374509,39264,ja,日本語
462565,29941,pt,Português
462565,29941,en,English
171732,36214,ja,日本語
374511,39466,ja,日本語
90031,64077,en,English
171732,36212,ja,日本語
171732,36247,ja,日本語
17178,208134,en,English
259256,19658,hi,हिन्दी
131296,76338,en,English
374512,39469,ja,日本語
374512,12636,ja,日本語
243598,146304,en,English
23456,41498,ja,日本語
23456,176983,ja,日本語
279445,13293,en,English
131635,101299,en,English
121938,57158,en,English
246091,204435,hi,हिन्दी
246091,204435,ru,Pусский
246091,204435,te,తెలుగు
386382,109445,en,English
160677,31297,ja,日本語
161766,21930,ja,日本語
96887,16692,ja,日本語
96887,16693,ja,日本語
135466,134366,en,English
210303,75629,ja,日本語
230161,214597,en,English
